date,time,location,all_aboard,total_fatalities,cause
03/10/1981,500,Islands,18,18,Cargo Hold / Cabin / Cockpit Fires
03/15/1981,245,USA,24,6,Weather
03/26/1981,-1,Poland,52,1,Sin Dato
04/06/1981,-1,Bolivia,7,7,Sin Dato
04/07/1981,1136,USA,2,1,Engine Failures
04/17/1981,1601,USA,19,15,Sin Dato
04/28/1981,745,Indonesia,17,15,Sin Dato
04/28/1981,1231,Russia,12,12,Sin Dato
05/06/1981,1050,USA,21,21,Sin Dato
05/07/1981,1053,Argentina,31,31,Weather
05/16/1981,-1,Angola,4,4,Shot Down
05/21/1981,-1,Mexico,24,24,Sin Dato
05/22/1981,1500,Ecuador,18,18,Weather
05/29/1981,-1,Egypt,17,17,Sin Dato
06/14/1981,1622,Russia,48,48,Sin Dato
06/26/1981,1811,UK,3,3,Sin Dato
07/18/1981,1544,Armenia,4,4,Sin Dato
07/20/1981,-1,Somalia,50,50,Weather
07/24/1981,-1,Madagascar,19,19,Sin Dato
07/25/1981,-1,Colombia,9,5,Engine Failures
07/27/1981,-1,Mexico,66,32,Weather
08/22/1981,1000,Taiwan,110,110,Sin Dato
08/24/1981,921,Russia,32,31,Sin Dato
08/27/1981,1545,Colombia,50,50,Sin Dato
08/29/1981,2030,Russia,34,3,Cargo Hold / Cabin / Cockpit Fires
09/02/1981,-1,Colombia,22,21,Sin Dato
09/18/1981,713,Russian,40,40,Sin Dato
09/21/1981,-1,USA,70,7,Sin Dato
09/22/1981,1200,Turkey,0,0,Sin Dato
09/29/1981,1900,Iran,80,60,Sin Dato
10/01/1981,1500,USA,3,3,Weather
10/06/1981,1712,Netherlands,17,17,Weather
10/15/1981,-1,Austria,9,9,Sin Dato
10/26/1981,1824,Islands,5,5,Pilot Incapacitation
10/31/1981,-1,Cameroon,24,1,Pilot Incapacitation
11/08/1981,-1,Mexico,18,18,Sin Dato
11/16/1981,1930,Russia,167,99,Sin Dato
11/19/1981,-1,Nepal,10,10,Sin Dato
11/30/1981,-1,USA,3,3,Engine Failures
12/01/1981,853,France,180,180,Weather
12/05/1981,1908,USA,12,11,Sin Dato
12/16/1981,-1,Brunei,12,12,Sin Dato
12/18/1981,1306,Colombia,13,13,Sin Dato
01/07/1982,-1,Russia,18,18,Sin Dato
01/13/1982,1601,USA,79,74,Engine Failures
01/14/1982,-1,Ethiopia,73,73,Shot Down
01/23/1982,1936,USA,212,2,Sin Dato
01/25/1982,-1,Romania,7,7,Engine Failures
02/03/1982,730,Djbouti,35,35,Sin Dato
02/06/1982,1500,Korea,53,53,Sin Dato
02/07/1982,-1,India,23,23,Sin Dato
02/09/1982,-1,Philippines,32,3,Sin Dato
02/09/1982,847,Japan,174,24,Engine Failures
02/19/1982,-1,Colombia,4,4,Sin Dato
02/21/1982,1533,USA,12,1,Cargo Hold / Cabin / Cockpit Fires
03/11/1982,1326,Norway,15,15,Weather
03/19/1982,2110,USA,27,27,Cargo Hold / Cabin / Cockpit Fires
03/19/1982,1030,USA,3,3,Sin Dato
03/20/1982,-1,Indonesia,27,27,Cargo Hold / Cabin / Cockpit Fires
03/26/1982,-1,Colombia,21,21,Sin Dato
04/11/1982,1735,USA,3,3,Sin Dato
04/13/1982,1440,Turkey,27,27,Cargo Hold / Cabin / Cockpit Fires
04/26/1982,1645,China,112,112,Sin Dato
04/30/1982,-1,Thailand,13,13,Unknown
05/09/1982,-1,Yemen,49,47,Sin Dato
05/12/1982,-1,USA,7,7,Sin Dato
05/19/1982,1915,Ocean,30,21,Bird Strikes
05/25/1982,-1,Brazil,118,2,Sin Dato
05/28/1982,-1,Indonesia,10,10,Sin Dato
06/01/1982,1440,Korea,53,53,Sin Dato
06/08/1982,225,Brazil,137,137,Weather
06/12/1982,-1,Brazil,44,44,Sin Dato
06/22/1982,434,India,111,17,Engine Failures
06/24/1982,2044,Indonesia,257,0,Engine Failures
06/28/1982,1049,Russia,132,132,Sin Dato
07/03/1982,-1,Gabon,12,12,Sin Dato
07/06/1982,35,Russia,90,90,Cargo Hold / Cabin / Cockpit Fires
07/09/1982,1609,USA,145,145,Weather
07/11/1982,-1,Philippines,30,4,Engine Failures
07/23/1982,230,USA,1,0,Sin Dato
08/11/1982,-1,Ocean,285,1,Sin Dato
08/12/1982,-1,Myanmar,8,8,Sin Dato
08/14/1982,900,Nicaragua,20,20,Sin Dato
08/14/1982,1707,Russia,11,11,Sin Dato
09/01/1982,-1,Ecuador,44,44,Sin Dato
09/04/1982,-1,Brazil,10,10,Fuel Starvation
09/11/1982,1250,Germany,46,46,Sin Dato
09/13/1982,1200,Spain,394,50,Sin Dato
09/29/1982,1923,Luxembourg,77,7,Cargo Hold / Cabin / Cockpit Fires
11/17/1982,-1,Taiwan,15,15,Sin Dato
11/29/1982,-1,Angola,15,15,Sin Dato
11/29/1982,-1,Colombia,22,22,Sin Dato
12/07/1982,1907,USA,2,2,Sin Dato
12/09/1982,1327,Chile,46,46,Engine Failures
12/09/1982,1430,Nicaragua,88,84,Shot Down
12/23/1982,2044,Russia,16,16,Sin Dato
12/24/1982,1710,China,69,25,Cargo Hold / Cabin / Cockpit Fires
01/09/1983,-1,USA,33,1,Engine Failures
01/11/1983,250,USA,3,3,Sin Dato
01/16/1983,2230,Turkey,67,47,Weather
02/13/1983,-1,USA,6,6,Cargo Hold / Cabin / Cockpit Fires
03/09/1983,-1,Brazil,11,11,Sin Dato
03/10/1983,-1,Afghanistan,19,19,Weather
03/11/1983,700,Venezuela,50,23,Weather
03/30/1983,514,USA,2,2,Cargo Hold / Cabin / Cockpit Fires
04/07/1983,1455,USA,3,2,Weather
04/16/1983,-1,Sudan,9,8,Fuel Starvation
04/19/1983,1809,Russia,21,21,Sin Dato
04/19/1983,720,Japan,14,14,Sin Dato
04/26/1983,1737,Japan,14,11,Sin Dato
04/29/1983,1510,Ecuador,100,8,Engine Failures
04/30/1983,1209,USA,15,15,Cargo Hold / Cabin / Cockpit Fires
05/05/1983,1020,Thailand,30,30,Engine Failures
05/05/1983,915,Bahamas,172,0,Engine Failures
05/06/1983,-1,Russia,37,33,Sin Dato
06/02/1983,850,Indonesia,61,3,Sin Dato
06/02/1983,1920,USA,46,23,Cargo Hold / Cabin / Cockpit Fires
06/06/1983,1240,Taiwan,47,47,Cargo Hold / Cabin / Cockpit Fires
06/08/1983,1355,USA,15,0,Engine Failures
06/16/1983,400,USA,14,14,Sin Dato
06/21/1983,-1,Mali,7,7,Unknown
06/28/1983,1210,USA,6,6,Engine Failures
07/01/1983,-1,Guinea,23,23,Sin Dato
07/11/1983,740,Ecuador,119,119,Cargo Hold / Cabin / Cockpit Fires
07/16/1983,-1,UK,26,20,Sin Dato
07/23/1983,1930,Canada,69,0,Fuel Starvation
08/17/1983,1227,USA,10,10,Sin Dato
08/30/1983,2317,Russia,90,90,Cargo Hold / Cabin / Cockpit Fires
09/01/1983,1826,Russia,269,269,Shot Down
09/02/1983,-1,Canada,9,9,Sin Dato
09/14/1983,934,China,106,11,Sin Dato
09/23/1983,1530,Uae,112,112,Sin Dato
09/28/1983,-1,Taiwan,10,10,Sin Dato
10/07/1983,-1,Brazil,15,7,Sin Dato
10/08/1983,-1,Myanmar,14,9,Engine Failures
10/11/1983,2053,USA,10,10,Sin Dato
10/28/1983,1335,USA,30,1,Sin Dato
11/08/1983,1520,Angola,130,130,Sabotage / Hijacking
11/23/1983,-1,Canada,7,4,Weather
11/27/1983,1006,Spain,192,181,Sin Dato
11/28/1983,1113,Nigeria,72,53,Weather
12/07/1983,940,Spain,135,93,Weather
12/14/1983,1530,Colombia,3,3,Engine Failures
12/17/1983,1310,Canada,12,2,Sin Dato
12/24/1983,853,Russia,49,44,Sin Dato
01/02/1984,-1,Jordan,13,13,Sin Dato
01/03/1984,-1,Russia,76,38,Sin Dato
01/09/1984,2230,USA,2,1,Fuel Starvation
01/10/1984,-1,Bulgaria,50,50,Weather
01/13/1984,-1,Bolivia,3,1,Engine Failures
01/28/1984,-1,Russia,51,4,Sin Dato
01/30/1984,630,USA,3,3,Cargo Hold / Cabin / Cockpit Fires
02/16/1984,-1,Ethiopia,38,26,Sabotage / Hijacking
02/19/1984,-1,Salvador,28,28,Cargo Hold / Cabin / Cockpit Fires
02/28/1984,1616,USA,177,0,Sin Dato
03/13/1984,747,Colombia,6,4,Engine Failures
03/16/1984,-1,Bolivia,23,23,Sin Dato
03/24/1984,-1,Bolivia,5,5,Cargo Hold / Cabin / Cockpit Fires
03/24/1984,400,Korea,29,29,Pilot Incapacitation
03/31/1984,830,Bimini,6,6,Sin Dato
04/18/1984,-1,Brazil,35,19,Engine Failures
05/08/1984,-1,Egypt,2,2,Sin Dato
05/30/1984,145,USA,4,4,Sin Dato
06/04/1984,2341,USA,3,3,Cargo Hold / Cabin / Cockpit Fires
06/19/1984,255,USA,3,3,Weather
06/28/1984,-1,Brazil,18,18,Sin Dato
07/11/1984,-1,Philippines,30,30,Sin Dato
07/12/1984,-1,Italy,9,9,Cargo Hold / Cabin / Cockpit Fires
07/21/1984,1340,Samoa,14,1,Sin Dato
08/02/1984,805,Rico,9,9,Fuel Starvation
08/04/1984,-1,Pakistan,24,24,Engine Failures
08/05/1984,-1,Bangladesh,49,49,Sin Dato
08/11/1984,100,USA,3,3,Engine Failures
08/15/1984,-1,Indonesia,3,2,Sin Dato
08/24/1984,1118,USA,17,17,Sin Dato
08/30/1984,-1,Cameroon,116,2,Cargo Hold / Cabin / Cockpit Fires
09/06/1984,-1,Guinea,11,9,Sin Dato
09/07/1984,2110,USA,6,1,Fuel Starvation
09/11/1984,-1,Zaire,30,30,Engine Failures
09/16/1984,-1,Poland,25,11,Sin Dato
09/18/1984,1104,Ecuador,4,4,Sin Dato
09/21/1984,-1,Afghanistan,50,50,Shot Down
10/09/1984,-1,Canada,7,7,Weather
10/11/1984,540,Russia,179,174,Sin Dato
10/11/1984,1737,Canada,4,4,Weather
10/27/1984,-1,Afghanistan,11,11,Cargo Hold / Cabin / Cockpit Fires
10/31/1984,-1,Philippines,4,4,Sin Dato
11/20/1984,-1,Peru,14,14,Sin Dato
12/04/1984,-1,Russia,17,17,Sin Dato
12/06/1984,1814,USA,13,13,Cargo Hold / Cabin / Cockpit Fires
12/19/1984,1400,Peru,21,21,Cargo Hold / Cabin / Cockpit Fires
12/22/1984,-1,Nepal,23,15,Sin Dato
12/23/1984,1415,Russia,111,110,Cargo Hold / Cabin / Cockpit Fires
01/01/1985,2030,Bolivia,29,29,Sin Dato
01/09/1985,700,USA,3,3,Pilot Incapacitation
01/18/1985,-1,China,41,38,Weather
01/19/1985,822,Cuba,38,38,Sin Dato
01/20/1985,2315,Mexico,3,3,Sin Dato
01/21/1985,104,USA,71,70,Sin Dato
01/22/1985,935,Honduras,21,21,Sin Dato
01/23/1985,1035,Colombia,23,23,Weather
01/23/1985,1035,Colombia,17,17,Sin Dato
02/01/1985,801,Russia,80,58,Engine Failures
02/04/1985,1951,USA,9,9,Sin Dato
02/19/1985,1015,USA,274,0,Engine Failures
02/19/1985,927,Spain,148,148,Sin Dato
02/22/1985,-1,Mali,51,50,Engine Failures
02/25/1985,-1,USA,3,3,Sin Dato
03/12/1985,-1,USA,6,6,Engine Failures
03/28/1985,950,Colombia,46,46,Weather
04/11/1985,-1,Argentina,7,7,Sin Dato
04/15/1985,2330,Thailand,11,11,Engine Failures
04/16/1985,1137,Mexico,89,0,Engine Failures
04/20/1985,-1,Bolivia,4,4,Engine Failures
04/20/1985,-1,Greenland,5,2,Fuel Starvation
05/03/1985,1213,Russia,76,76,Sin Dato
05/06/1985,1250,Japan,17,17,Sin Dato
05/28/1985,-1,Venezuela,13,2,Sin Dato
05/31/1985,2300,USA,2,2,Fuel Starvation
06/14/1985,-1,Greece,153,1,Sabotage / Hijacking
06/23/1985,-1,Brazil,17,17,Cargo Hold / Cabin / Cockpit Fires
06/23/1985,715,Ireland,329,329,Sin Dato
07/10/1985,2346,Russia,200,200,Engine Failures
07/24/1985,1700,Colombia,80,80,Cargo Hold / Cabin / Cockpit Fires
08/02/1985,1806,USA,163,134,Weather
08/12/1985,1856,Japan,524,520,Engine Failures
08/12/1985,-1,Indonesia,19,8,Unknown
08/15/1985,-1,Yemen,73,3,Sin Dato
08/22/1985,613,UK,137,55,Cargo Hold / Cabin / Cockpit Fires
08/25/1985,2205,USA,8,8,Sin Dato
08/27/1985,-1,USA,7,7,Engine Failures
09/04/1985,1100,Afghanistan,52,52,Shot Down
09/06/1985,1521,USA,31,31,Engine Failures
09/22/1985,-1,Afghanistan,26,26,Shot Down
09/25/1985,-1,Ukraine,9,9,Cargo Hold / Cabin / Cockpit Fires
09/29/1985,1230,USA,17,17,Fuel Starvation
10/09/1985,1900,Brazil,2,2,Sin Dato
10/10/1985,100,Australia,2,2,Sin Dato
10/11/1985,1009,Russia,14,14,Sin Dato
10/11/1985,-1,Bolivia,2,2,Sin Dato
10/11/1985,2140,USA,1,1,Pilot Incapacitation
10/12/1985,-1,Myanmar,4,4,Sin Dato
11/15/1985,-1,USA,4,4,Sin Dato
11/21/1985,-1,Indonesia,11,11,Sin Dato
11/24/1985,2015,Malta,103,60,Weather
11/25/1985,-1,Angola,22,22,Cargo Hold / Cabin / Cockpit Fires
12/12/1985,645,Canada,256,256,Cargo Hold / Cabin / Cockpit Fires
12/30/1985,-1,Nepal,25,25,Sin Dato
12/31/1985,1714,USA,9,7,Cargo Hold / Cabin / Cockpit Fires
01/18/1986,800,Guatemala,94,94,Sin Dato
01/21/1986,425,USA,3,3,Weather
01/28/1986,745,Brazil,72,1,Weather
01/29/1986,-1,Mexico,21,21,Weather
02/05/1986,-1,Zaire,14,2,Sin Dato
02/16/1986,1850,Taiwan,13,13,Sin Dato
03/02/1986,303,Russia,38,38,Engine Failures
03/13/1986,2215,USA,9,3,Sin Dato
03/20/1986,-1,Indonesia,16,2,Sin Dato
03/24/1986,955,Canada,5,4,Cargo Hold / Cabin / Cockpit Fires
03/25/1986,-1,Union,9,9,Cargo Hold / Cabin / Cockpit Fires
03/27/1986,-1,Republic,0,0,Engine Failures
03/30/1986,1015,Mozambique,54,49,Engine Failures
03/31/1986,911,Mexico,167,167,Sin Dato
04/02/1986,1305,Greece,121,4,Sin Dato
04/02/1986,-1,Mexico,11,11,Weather
04/27/1986,835,Colombia,13,13,Sin Dato
05/01/1986,632,Salvador,37,37,Cargo Hold / Cabin / Cockpit Fires
05/03/1986,-1,Taiwan,22,22,Sin Dato
05/03/1986,905,Lanka,150,22,Sabotage / Hijacking
05/18/1986,830,Djibouti,19,19,Sin Dato
05/24/1986,-1,Madagascar,13,13,Sin Dato
06/10/1986,-1,Egypt,26,23,Weather
06/12/1986,1522,USA,16,1,Sin Dato
06/18/1986,933,USA,25,25,Sin Dato
07/02/1986,1027,Russia,92,54,Cargo Hold / Cabin / Cockpit Fires
07/10/1986,-1,Mozambique,17,17,Sin Dato
08/04/1986,23,Islands,13,13,Sin Dato
08/14/1986,1130,Honduras,59,59,Sin Dato
08/16/1986,1030,Sudan,60,60,Sabotage / Hijacking
08/28/1986,653,USA,2,2,Pilot Incapacitation
08/31/1986,1152,USA,67,67,Sin Dato
09/05/1986,600,Pakistan,384,16,Cargo Hold / Cabin / Cockpit Fires
09/09/1986,-1,USA,4,3,Sin Dato
09/19/1986,1458,Brazil,5,5,Sin Dato
10/03/1986,-1,Indonesia,13,13,Sin Dato
10/04/1986,410,USA,3,3,Design Flaws
10/14/1986,814,Russia,14,14,Sin Dato
10/15/1986,1700,Iran,80,3,Sin Dato
10/19/1986,1921,Africa,44,34,Weather
10/20/1986,1558,Russia,93,70,Cargo Hold / Cabin / Cockpit Fires
10/22/1986,1645,USA,2,2,Design Flaws
10/23/1986,2049,Pakistan,54,13,Sin Dato
10/30/1986,1700,Nicaragua,23,21,Cargo Hold / Cabin / Cockpit Fires
11/02/1986,1925,Iran,103,103,Sin Dato
11/06/1986,-1,Scotland,47,45,Sin Dato
11/25/1986,-1,Afghanistan,40,40,Shot Down
12/12/1986,-1,Germany,82,72,Weather
12/15/1986,-1,China,44,6,Engine Failures
12/25/1986,1230,Arabia,106,63,Cargo Hold / Cabin / Cockpit Fires
12/27/1986,1348,Fiji,14,11,Sin Dato
01/02/1987,1630,Guinea,22,22,Engine Failures
01/03/1987,145,Coast,51,50,Cargo Hold / Cabin / Cockpit Fires
01/13/1987,1330,Ethiopia,54,54,Sin Dato
01/15/1987,1252,USA,10,10,Air Traffic Control Errors
01/16/1987,811,Uzbekistan,9,9,Sin Dato
02/06/1987,-1,Guinea,17,14,Sin Dato
02/09/1987,1130,Afghanistan,36,36,Shot Down
03/04/1987,1434,USA,22,9,Cargo Hold / Cabin / Cockpit Fires
03/06/1987,1910,Kazakhstan,9,9,Sin Dato
03/13/1987,-1,USA,6,6,Fuel Starvation
03/21/1987,1355,USA,2,2,Sin Dato
03/30/1987,1100,Pakistan,40,40,Shot Down
04/04/1987,1440,Indonesia,45,27,Sin Dato
04/13/1987,2155,USA,4,4,Sin Dato
04/23/1987,1935,USA,2,2,Cargo Hold / Cabin / Cockpit Fires
05/05/1987,-1,Sudan,14,14,Sabotage / Hijacking
05/08/1987,650,Rico,6,2,Fuel Starvation
05/09/1987,1112,Poland,183,183,Cargo Hold / Cabin / Cockpit Fires
05/11/1987,1800,Canada,2,2,Sin Dato
05/20/1987,-1,Bolivia,16,14,Sin Dato
05/23/1987,-1,Indonesia,8,8,Sin Dato
05/25/1987,-1,Indonesia,30,7,Sin Dato
06/11/1987,630,Afghanistan,53,53,Shot Down
06/18/1987,1000,Peru,46,46,Sin Dato
06/19/1987,1122,Russia,29,8,Cargo Hold / Cabin / Cockpit Fires
06/21/1987,-1,Burma,45,45,Sin Dato
06/26/1987,1103,Philippines,50,50,Weather
07/01/1987,-1,USA,6,4,Sin Dato
07/24/1987,-1,Switzerland,163,1,Sabotage / Hijacking
07/30/1987,1703,Mexico,12,5,Sin Dato
08/04/1987,-1,Chile,33,2,Cargo Hold / Cabin / Cockpit Fires
08/16/1987,2046,USA,155,154,Engine Failures
08/31/1987,1536,Thailand,83,83,Engine Failures
09/08/1987,-1,Brazil,9,9,Sin Dato
09/13/1987,-1,Afghanistan,15,15,Shot Down
09/21/1987,905,Egypt,5,5,Sin Dato
10/11/1987,-1,Colombia,9,2,Sin Dato
10/11/1987,-1,Myanmar,49,49,Sin Dato
10/15/1987,1828,Italy,37,37,Sin Dato
10/19/1987,-1,Russia,9,9,Sin Dato
10/20/1987,815,USA,11,10,Fuel Starvation
11/06/1987,830,Malawi,10,10,Shot Down
11/15/1987,1415,USA,82,28,Weather
11/23/1987,1825,USA,21,18,Sin Dato
11/28/1987,400,Ocean,159,159,Cargo Hold / Cabin / Cockpit Fires
11/29/1987,1130,Sea,115,115,Sin Dato
12/03/1987,1600,Rwanda,14,14,Sin Dato
12/07/1987,1616,USA,43,43,Cargo Hold / Cabin / Cockpit Fires
12/08/1987,2015,Peru,43,42,Sin Dato
12/13/1987,720,Philippines,15,15,Sin Dato
12/14/1987,2130,Brazil,29,29,Unknown
12/21/1987,1510,France,16,16,Weather
12/21/1987,-1,USA,15,15,Sin Dato
12/30/1987,-1,Ocean,17,17,Sin Dato
01/02/1988,1920,Turkey,16,16,Sin Dato
01/18/1988,-1,Bolivia,9,9,Sin Dato
01/18/1988,420,Russia,143,11,Sin Dato
01/18/1988,2217,China,108,108,Cargo Hold / Cabin / Cockpit Fires
01/19/1988,1900,USA,17,9,Sin Dato
01/19/1988,-1,Taiwan,11,10,Sin Dato
01/24/1988,1649,Russia,31,27,Engine Failures
02/01/1988,-1,Panama,16,16,Sin Dato
02/08/1988,758,Germany,21,21,Weather
02/19/1988,2127,USA,12,12,Weather
02/27/1988,408,Russia,51,20,Cargo Hold / Cabin / Cockpit Fires
02/27/1988,1025,Cyprus,15,15,Sin Dato
03/01/1988,1728,Africa,17,17,Cargo Hold / Cabin / Cockpit Fires
03/04/1988,637,France,23,23,Sin Dato
03/08/1988,2145,USA,17,17,Pilot Incapacitation
03/17/1988,1317,Colombia,143,143,Sin Dato
03/31/1988,410,Egypt,4,4,Engine Failures
04/05/1988,-1,Cyprus,112,2,Sabotage / Hijacking
04/10/1988,1510,Afghanistan,29,29,Shot Down
04/12/1988,2009,Africa,24,24,Cargo Hold / Cabin / Cockpit Fires
04/19/1988,503,Russia,17,17,Sin Dato
04/27/1988,-1,Angola,29,29,Shot Down
04/28/1988,1346,USA,95,1,Sin Dato
05/06/1988,2229,Norway,36,36,Pilot Incapacitation
05/24/1988,1255,USA,45,0,Weather
05/26/1988,-1,Rica,6,6,Sin Dato
05/26/1988,2225,Germany,2,2,Sin Dato
06/12/1988,923,Argentina,22,22,Weather
06/18/1988,-1,Mozambique,25,21,Sin Dato
06/26/1988,1445,France,136,3,Cargo Hold / Cabin / Cockpit Fires
07/03/1988,1055,Iran,290,290,Cargo Hold / Cabin / Cockpit Fires
07/06/1988,1600,Colombia,8,8,Cargo Hold / Cabin / Cockpit Fires
07/20/1988,1925,USA,3,3,Fuel Starvation
07/21/1988,-1,Nigeria,6,6,Sin Dato
08/02/1988,-1,Bulgaria,37,29,Sin Dato
08/15/1988,-1,Afghanistan,39,39,Shot Down
08/17/1988,1630,Pakistan,30,30,Sabotage / Hijacking
08/26/1988,2320,Russia,4,4,Cargo Hold / Cabin / Cockpit Fires
08/31/1988,-1,Mexico,20,1,Sin Dato
08/31/1988,919,Kong,89,7,Sin Dato
08/31/1988,901,USA,108,14,Engine Failures
08/31/1988,1000,Mexico,20,20,Sin Dato
09/09/1988,1138,Thailand,90,76,Weather
09/12/1988,1430,Ecuador,7,7,Cargo Hold / Cabin / Cockpit Fires
09/15/1988,1305,Ethiopia,104,35,Engine Failures
09/19/1988,2030,Pakistan,34,34,Cargo Hold / Cabin / Cockpit Fires
10/02/1988,-1,Brazil,8,8,Sin Dato
10/04/1988,2300,Russia,6,6,Sin Dato
10/07/1988,1321,China,48,44,Engine Failures
10/11/1988,1420,USA,17,6,Sin Dato
10/17/1988,30,Italy,52,33,Weather
10/19/1988,700,India,129,124,Weather
10/19/1988,830,India,34,34,Sin Dato
10/25/1988,1053,Peru,69,12,Cargo Hold / Cabin / Cockpit Fires
11/02/1988,-1,Poland,29,1,Cargo Hold / Cabin / Cockpit Fires
11/14/1988,714,Finland,12,6,Sin Dato
11/18/1988,630,France,4,4,Cargo Hold / Cabin / Cockpit Fires
11/30/1988,720,Libya,14,14,Weather
12/07/1988,1933,Russia,14,6,Sin Dato
12/08/1988,-1,Mauritania,5,5,Sin Dato
12/10/1988,2000,Afghanistan,25,25,Shot Down
12/11/1988,-1,Russia,83,77,Sin Dato
12/14/1988,2150,Egypt,8,8,Fuel Starvation
12/21/1988,1903,Scotland,259,259,Sin Dato
01/08/1989,2025,UK,126,47,Engine Failures
01/31/1989,1210,USA,19,19,Cargo Hold / Cabin / Cockpit Fires
02/03/1989,741,Myanmar,29,26,Weather
02/06/1989,1825,France,3,3,Sin Dato
02/08/1989,1408,Portugal,144,144,Sin Dato
02/19/1989,636,Malaysia,4,4,Sin Dato
02/24/1989,209,USA,356,9,Design Flaws
02/28/1989,633,Canada,2,2,Sin Dato
03/10/1989,-1,Peru,10,10,Sin Dato
03/10/1989,1209,Canada,69,24,Fuel Starvation
03/15/1989,725,USA,2,2,Sin Dato
03/18/1989,215,USA,2,2,Sin Dato
03/20/1989,700,Korea,34,19,Pilot Incapacitation
03/21/1989,1155,Brazil,3,3,Engine Failures
04/10/1989,2107,France,22,22,Sin Dato
04/19/1989,-1,Colombia,11,11,Sin Dato
04/26/1989,-1,Colombia,5,5,Engine Failures
05/05/1989,1430,Mexico,19,6,Engine Failures
05/08/1989,940,Sweden,16,16,Sin Dato
06/07/1989,427,Surinam,187,176,Weather
06/11/1989,1015,Colombia,22,6,Sin Dato
06/17/1989,828,Germany,113,20,Cargo Hold / Cabin / Cockpit Fires
06/18/1989,1320,Iran,39,6,Sin Dato
06/22/1989,1740,Peru,62,62,Sin Dato
06/27/1989,-1,Taiwan,13,12,Sin Dato
06/28/1989,2119,Cameroon,47,3,Sin Dato
06/28/1989,930,Somalia,30,30,Shot Down
06/29/1989,4,USA,2,2,Pilot Incapacitation
07/19/1989,717,USA,5,2,Cargo Hold / Cabin / Cockpit Fires
07/19/1989,1102,Russia,10,10,Sin Dato
07/19/1989,1600,USA,298,112,Engine Failures
07/21/1989,-1,Guinea,22,3,Sin Dato
07/21/1989,1523,Philippines,98,1,Sin Dato
07/23/1989,-1,Afghanistan,30,30,Sin Dato
07/26/1989,-1,Angola,48,42,Cargo Hold / Cabin / Cockpit Fires
07/27/1989,-1,Korea,19,13,Sin Dato
07/27/1989,700,Libya,199,75,Weather
07/31/1989,2200,Zealand,3,3,Sin Dato
08/03/1989,1343,Greece,34,34,Sin Dato
08/07/1989,1210,Ethiopia,16,16,Sin Dato
08/08/1989,1035,Zealand,10,10,Sin Dato
08/13/1989,2125,USA,2,2,Sin Dato
08/15/1989,-1,China,40,34,Sin Dato
08/25/1989,745,Pakistan,54,54,Sin Dato
09/03/1989,2045,Brazil,54,13,Fuel Starvation
09/03/1989,1900,Cuba,126,126,Sin Dato
09/08/1989,1636,Denmark,55,55,Engine Failures
09/15/1989,2110,USA,6,6,Weather
09/15/1989,-1,Indonesia,22,22,Sin Dato
09/19/1989,1400,Niger,171,171,Sin Dato
09/20/1989,1500,USA,7,2,Fuel Starvation
09/20/1989,2321,USA,63,2,Sin Dato
09/21/1989,-1,Afghanistan,26,26,Sin Dato
09/21/1989,-1,Afghanistan,24,24,Sin Dato
09/23/1989,2035,India,11,11,Weather
09/26/1989,828,Canada,7,7,Sin Dato
09/27/1989,953,USA,21,10,Sin Dato
09/28/1989,2008,Ukraine,9,9,Sin Dato
10/04/1989,600,Canada,4,4,Fuel Starvation
10/06/1989,2205,USA,5,5,Sin Dato
10/10/1989,1339,USA,5,5,Sin Dato
10/10/1989,-1,Peru,12,12,Sin Dato
10/18/1989,-1,Russia,57,57,Cargo Hold / Cabin / Cockpit Fires
10/20/1989,232,Russia,15,15,Sin Dato
10/21/1989,753,Honduras,146,127,Sin Dato
10/26/1989,-1,Russia,36,36,Sin Dato
10/26/1989,1855,China,54,54,Sin Dato
10/28/1989,1837,USA,20,20,Sin Dato
11/09/1989,-1,Liberia,10,2,Engine Failures
11/10/1989,-1,Lesotho,18,18,Sin Dato
11/21/1989,1728,Russia,42,34,Weather
11/23/1989,-1,Albania,24,24,Sin Dato
11/25/1989,748,Korea,52,1,Cargo Hold / Cabin / Cockpit Fires
11/27/1989,716,Colombia,107,107,Cargo Hold / Cabin / Cockpit Fires
11/27/1989,-1,Angola,5,5,Sin Dato
11/28/1989,2000,Venezuela,7,3,Cargo Hold / Cabin / Cockpit Fires
11/28/1989,1825,USA,8,8,Weather
12/01/1989,930,USA,5,5,Engine Failures
12/21/1989,1400,Bolivia,28,24,Sin Dato
12/26/1989,2230,USA,6,6,Air Traffic Control Errors
12/28/1989,-1,Romania,7,7,Shot Down
12/30/1989,-1,Sound,5,5,Sin Dato
01/02/1990,1340,Indonesia,16,9,Engine Failures
01/13/1990,1256,Russia,71,27,Cargo Hold / Cabin / Cockpit Fires
01/15/1990,830,Rica,23,23,Weather
01/17/1990,719,USA,1,1,Sin Dato
01/23/1990,735,Venezuela,25,25,Weather
01/25/1990,-1,Indonesia,19,19,Sin Dato
01/25/1990,2134,USA,158,73,Fuel Starvation
01/26/1990,-1,Mongolia,30,30,Sin Dato
01/27/1990,1735,Congo,28,28,Sin Dato
01/29/1990,200,USA,2,2,Engine Failures
01/29/1990,2033,USA,1,1,Engine Failures
02/05/1990,837,Colombia,15,15,Sin Dato
02/12/1990,929,Brazil,40,2,Engine Failures
02/14/1990,1303,India,146,92,Sin Dato
