date,time,location,all_aboard,total_fatalities,cause
02/05/1972,-1,Colombia,19,19,Sin Dato
02/11/1972,1320,Laos,23,23,Shot Down
03/03/1972,2048,USA,48,16,Weather
03/14/1972,2200,Emirates,112,112,Sin Dato
03/19/1972,-1,Yemen,22,22,Sin Dato
04/12/1972,2126,Brazil,25,25,Weather
04/16/1972,2210,Italy,18,18,Weather
04/17/1972,1718,USA,3,3,Weather
04/18/1972,939,Ethiopia,107,43,Sin Dato
04/20/1972,1620,Peru,6,6,Sin Dato
04/24/1972,1223,Laos,10,4,Weather
05/04/1972,2334,Russia,18,18,Sin Dato
05/05/1972,2224,Italy,115,115,Sin Dato
05/08/1972,-1,Venezuela,7,7,Sin Dato
05/10/1972,1025,Vietnam,34,34,Sin Dato
05/16/1972,1230,Russia,9,9,Weather
05/18/1972,1153,Russia,122,122,Sin Dato
05/21/1972,-1,Angola,25,22,Weather
05/27/1972,1510,Germany,13,8,Sin Dato
05/29/1972,-1,Brazil,18,9,Fuel Starvation
05/29/1972,604,USA,11,11,Sin Dato
05/30/1972,624,USA,4,4,Weather
06/05/1972,-1,Vietnam,32,32,Sin Dato
06/13/1972,-1,Chile,3,3,Sin Dato
06/13/1972,-1,Vietnam,47,47,Cargo Hold / Cabin / Cockpit Fires
06/14/1972,2020,India,87,82,Sin Dato
06/15/1972,1400,Vietnam,81,81,Sin Dato
06/18/1972,1611,UK,118,118,Engine Failures
06/24/1972,2317,Rico,20,5,Sin Dato
06/29/1972,937,USA,13,13,Sin Dato
07/05/1972,-1,USA,86,3,Sabotage / Hijacking
07/06/1972,200,Spain,10,10,Unknown
07/11/1972,-1,Vietnam,67,52,Cargo Hold / Cabin / Cockpit Fires
07/11/1972,1600,Norway,19,19,Weather
07/20/1972,-1,Greece,84,1,Sin Dato
07/29/1972,653,Colombia,38,38,Sin Dato
08/12/1972,2242,India,18,18,Sin Dato
08/12/1972,400,Vietnam,44,30,Cargo Hold / Cabin / Cockpit Fires
08/14/1972,1700,Germany,156,156,Cargo Hold / Cabin / Cockpit Fires
08/16/1972,-1,Burma,31,26,Sin Dato
08/27/1972,-1,Venezuela,34,34,Engine Failures
08/28/1972,1430,Guinea,29,25,Pilot Incapacitation
08/31/1972,1019,Russia,102,102,Cargo Hold / Cabin / Cockpit Fires
09/01/1972,-1,Guinea,4,4,Sin Dato
09/07/1972,1757,Bolivia,8,1,Engine Failures
09/10/1972,1020,Ethiopia,11,11,Sin Dato
09/13/1972,1200,Nepal,31,31,Weather
09/24/1972,-1,USA,1,0,Sin Dato
09/24/1972,-1,Vietnam,13,10,Sin Dato
10/01/1972,1925,Russia,108,108,Weather
10/02/1972,-1,Cambodia,9,9,Sabotage / Hijacking
10/13/1972,1530,Chile,45,29,Weather
10/13/1972,2150,Russia,174,174,Unknown
10/16/1972,900,Coast,4,4,Unknown
10/21/1972,2130,Greece,53,37,Weather
10/23/1972,-1,Vanuatu,8,1,Pilot Incapacitation
10/27/1972,1918,France,68,60,Weather
10/30/1972,2040,Italy,27,27,Cargo Hold / Cabin / Cockpit Fires
10/31/1972,1800,Vietnam,22,22,Cargo Hold / Cabin / Cockpit Fires
11/04/1972,2002,Bulgaria,35,35,Weather
11/17/1972,2320,USA,11,11,Sin Dato
11/28/1972,1951,Russia,76,62,Sin Dato
12/03/1972,733,Islands,155,155,Weather
12/08/1972,1215,Pakistan,26,26,Sin Dato
12/08/1972,1428,USA,61,43,Cargo Hold / Cabin / Cockpit Fires
12/20/1972,1800,USA,133,10,Weather
12/21/1972,-1,Antilles,13,13,Sin Dato
12/23/1972,1634,Norway,45,40,Pilot Incapacitation
12/29/1972,2342,USA,176,103,Engine Failures
12/31/1972,1923,Rico,5,5,Engine Failures
01/02/1973,834,Canada,5,5,Weather
01/19/1973,1431,Scotland,4,4,Sin Dato
01/21/1973,2356,Russia,39,39,Unknown
01/22/1973,930,Nigeria,202,176,Weather
01/27/1973,-1,Honduras,3,3,Cargo Hold / Cabin / Cockpit Fires
01/29/1973,-1,Cyprus,37,37,Sin Dato
02/19/1973,1006,Czechoslovakia,100,66,Unknown
02/19/1973,915,USA,5,5,Sin Dato
02/21/1973,-1,Panama,28,22,Sin Dato
02/21/1973,1410,Egypt,113,108,Sabotage / Hijacking
02/24/1973,737,Russia,79,79,Sin Dato
02/28/1973,1859,Kazakhstan,32,32,Sin Dato
02/28/1973,-1,Indonesia,13,13,Sin Dato
03/03/1973,1245,Russia,25,25,Cargo Hold / Cabin / Cockpit Fires
03/05/1973,1350,France,182,68,Air Traffic Control Errors
03/15/1973,-1,India,3,3,Cargo Hold / Cabin / Cockpit Fires
03/19/1973,1005,Vietnam,62,62,Sin Dato
04/10/1973,1013,Switzerland,145,108,Weather
04/12/1973,1450,USA,17,16,Sin Dato
04/18/1973,-1,Afghanistan,19,4,Sin Dato
05/11/1973,437,Russia,61,61,Sin Dato
05/18/1973,938,Russia,81,81,Sabotage / Hijacking
05/19/1973,1500,Cambodia,11,11,Cargo Hold / Cabin / Cockpit Fires
05/29/1973,-1,Canada,4,4,Sin Dato
05/31/1973,2158,India,65,48,Weather
06/01/1973,720,Brazil,23,23,Engine Failures
06/03/1973,1529,France,6,6,Design Flaws
06/09/1973,-1,Brazil,4,2,Sin Dato
06/20/1973,2247,Mexico,27,27,Sin Dato
06/30/1973,1339,Jordan,85,2,Cargo Hold / Cabin / Cockpit Fires
07/04/1973,-1,Russia,18,18,Sin Dato
07/09/1973,1953,Russia,61,2,Design Flaws
07/11/1973,1403,France,134,123,Cargo Hold / Cabin / Cockpit Fires
07/22/1973,2207,Tahiti,79,78,Unknown
07/23/1973,1643,USA,44,38,Weather
07/24/1973,708,Hi,5,5,Fuel Starvation
07/31/1973,1008,USA,89,89,Sin Dato
08/13/1973,1140,Spain,85,85,Sin Dato
08/15/1973,1450,Haiti,10,10,Sin Dato
08/18/1973,1851,Russia,64,56,Engine Failures
08/22/1973,1140,Colombia,17,16,Weather
08/27/1973,1245,Colombia,42,42,Weather
08/28/1973,2145,Spain,25,24,Sin Dato
08/28/1973,2050,USA,149,1,Design Flaws
09/08/1973,542,USA,6,6,Weather
09/11/1973,-1,Yugoslavia,41,41,Sin Dato
09/20/1973,2245,USA,6,6,Sin Dato
09/27/1973,1952,USA,11,11,Weather
09/30/1973,-1,Brazil,9,9,Cargo Hold / Cabin / Cockpit Fires
09/30/1973,2037,Russia,108,108,Sin Dato
10/02/1973,2336,Russia,10,10,Sin Dato
10/13/1973,2018,Russia,122,122,Sin Dato
10/23/1973,850,Brazil,65,8,Sin Dato
11/02/1973,-1,Colombia,16,6,Engine Failures
11/03/1973,939,USA,3,3,Cargo Hold / Cabin / Cockpit Fires
11/03/1973,1640,Mexico,128,1,Engine Failures
11/17/1973,200,Vietnam,27,27,Sin Dato
12/07/1973,2229,Russia,75,13,Sin Dato
12/16/1973,1913,Russia,51,51,Sin Dato
12/17/1973,1300,Italy,177,30,Sin Dato
12/21/1973,-1,Vietnam,20,20,Sin Dato
12/22/1973,2210,Morocco,106,106,Sin Dato
12/23/1973,2208,Russia,17,17,Cargo Hold / Cabin / Cockpit Fires
12/28/1973,-1,Africa,25,1,Engine Failures
01/01/1974,1238,Italy,42,38,Weather
01/06/1974,1805,USA,17,12,Sin Dato
01/06/1974,-1,Bolivia,4,4,Sin Dato
01/06/1974,1525,Ukraine,24,24,Sin Dato
01/09/1974,1636,Colombia,31,31,Sin Dato
01/10/1974,1630,Bolivia,24,24,Sin Dato
01/17/1974,1315,Colombia,14,14,Sin Dato
01/26/1974,730,Turkey,73,66,Engine Failures
01/30/1974,2341,Samoa,101,97,Cargo Hold / Cabin / Cockpit Fires
02/02/1974,2130,Hi,298,1,Sin Dato
02/09/1974,1730,Crete,40,35,Engine Failures
02/22/1974,-1,USA,15,1,Sabotage / Hijacking
02/23/1974,-1,Bolivia,7,7,Weather
03/03/1974,1141,France,346,346,Engine Failures
03/08/1974,-1,Vietnam,18,18,Unknown
03/13/1974,1928,USA,36,36,Sin Dato
03/15/1974,807,Iran,96,15,Cargo Hold / Cabin / Cockpit Fires
04/04/1974,235,Botswana,84,78,Cargo Hold / Cabin / Cockpit Fires
04/22/1974,1526,Indonesia,107,107,Sin Dato
04/27/1974,1807,Russia,109,109,Cargo Hold / Cabin / Cockpit Fires
04/30/1974,1347,USA,12,6,Sin Dato
05/02/1974,1930,Ecuador,24,22,Sin Dato
05/06/1974,2222,Germany,3,3,Sin Dato
05/23/1974,1655,USA,3,3,Weather
05/23/1974,2205,Russia,29,29,Sin Dato
05/31/1974,-1,Canada,2,2,Engine Failures
06/08/1974,1730,Colombia,44,44,Sin Dato
06/27/1974,-1,Republic,39,19,Cargo Hold / Cabin / Cockpit Fires
06/30/1974,1300,USA,5,5,Sin Dato
07/24/1974,945,Colombia,3,3,Sin Dato
07/27/1974,-1,Vietnam,5,5,Sin Dato
08/05/1974,-1,Canada,11,5,Sin Dato
08/11/1974,-1,Volta,60,47,Fuel Starvation
08/12/1974,1450,Colombia,27,27,Sin Dato
08/14/1974,920,Venezuela,49,49,Sin Dato
08/18/1974,-1,Zaire,31,31,Unknown
09/07/1974,-1,Indonesia,39,36,Sin Dato
09/08/1974,1140,Greece,88,88,Sin Dato
09/11/1974,734,USA,82,70,Weather
09/15/1974,1100,Vietnam,75,75,Sabotage / Hijacking
10/19/1974,1115,Philippines,8,1,Engine Failures
10/27/1974,2336,USA,4,4,Sin Dato
10/28/1974,1645,USA,2,2,Sin Dato
11/01/1974,1456,Russia,38,38,Sin Dato
11/15/1974,-1,Philippines,8,1,Engine Failures
11/20/1974,754,Kenya,157,59,Engine Failures
11/20/1974,930,Ethiopia,24,2,Engine Failures
11/22/1974,-1,Spain,4,4,Sin Dato
12/01/1974,1110,USA,92,92,Sin Dato
12/01/1974,1926,USA,3,3,Engine Failures
12/04/1974,458,Russia,18,13,Air Traffic Control Errors
12/04/1974,2215,Lanka,191,191,Sin Dato
12/11/1974,-1,USA,5,5,Sin Dato
12/12/1974,-1,Vietnam,54,54,Shot Down
12/14/1974,1101,Uzbekistan,19,7,Sin Dato
12/22/1974,1330,Venezuela,77,77,Sin Dato
12/29/1974,-1,Romania,33,33,Weather
12/29/1974,-1,Guatemala,24,24,Cargo Hold / Cabin / Cockpit Fires
01/03/1975,-1,Vietnam,9,9,Shot Down
01/08/1975,830,Colombia,21,21,Weather
01/09/1975,1607,USA,14,14,Sin Dato
01/15/1975,1721,Hunary,9,9,Weather
01/16/1975,-1,Laos,16,16,Sin Dato
01/30/1975,1850,Turkey,42,42,Sin Dato
01/30/1975,-1,Republic,30,2,Engine Failures
02/01/1975,858,USA,16,5,Sin Dato
02/03/1975,2310,Philippines,33,33,Cargo Hold / Cabin / Cockpit Fires
02/09/1975,1730,Crete,40,40,Sin Dato
02/16/1975,1900,USA,3,3,Fuel Starvation
02/22/1975,2212,Colombia,5,5,Weather
02/27/1975,633,Brazil,15,15,Cargo Hold / Cabin / Cockpit Fires
03/12/1975,1830,Vietnam,26,26,Shot Down
03/16/1975,1340,Argentina,55,55,Sin Dato
03/18/1975,-1,Sudan,6,5,Unknown
03/18/1975,1004,Russia,12,7,Engine Failures
03/20/1975,2315,USA,16,16,Sin Dato
04/04/1975,1630,Vietnam,330,155,Sin Dato
05/13/1975,2115,Thailand,23,23,Cargo Hold / Cabin / Cockpit Fires
06/03/1975,-1,Philippines,64,1,Sabotage / Hijacking
06/17/1975,-1,Brazil,15,1,Sin Dato
06/24/1975,1605,USA,124,113,Weather
06/26/1975,2228,USA,2,2,Sin Dato
07/10/1975,-1,Colombia,4,2,Sin Dato
07/15/1975,1234,Russia,40,40,Sin Dato
07/31/1975,-1,Taiwan,75,27,Weather
08/03/1975,430,Morocco,188,188,Engine Failures
08/03/1975,1930,Honduras,20,20,Fuel Starvation
08/07/1975,1611,USA,131,0,Weather
08/09/1975,1027,Russia,11,11,Sin Dato
08/15/1975,2201,Russia,38,23,Sin Dato
08/20/1975,115,Syria,128,126,Sin Dato
08/30/1975,1357,USA,32,10,Weather
09/01/1975,800,Germany,34,27,Sin Dato
09/11/1975,1020,Ethiopia,9,1,Sin Dato
09/24/1975,-1,Indonesia,61,25,Sin Dato
09/30/1975,240,Lebanon,60,60,Unknown
09/30/1975,-1,Colombia,4,4,Sin Dato
10/22/1975,1653,Russia,6,6,Weather
10/23/1975,1928,Australia,11,11,Weather
10/27/1975,645,Bolivia,67,67,Sin Dato
10/30/1975,920,Czechoslovakia,120,75,Weather
11/03/1975,102,Mexico,9,9,Sin Dato
11/17/1975,2214,Russia,38,38,Weather
11/18/1975,-1,Guatemala,22,15,Weather
11/20/1975,1938,Russia,50,19,Air Traffic Control Errors
11/22/1975,-1,Bulgaria,48,3,Engine Failures
11/25/1975,1850,Egypt,20,20,Sin Dato
11/29/1975,-1,UK,6,6,Weather
12/26/1975,1449,USA,9,9,Sin Dato
01/01/1976,530,Arabia,82,82,Sin Dato
01/03/1976,1758,USA,6,6,Weather
01/03/1976,1005,Russia,61,61,Sin Dato
01/08/1976,-1,Philippines,7,7,Unknown
01/18/1976,1544,Bolivia,10,7,Engine Failures
01/20/1976,715,Ecuador,42,34,Sin Dato
01/21/1976,-1,China,40,40,Unknown
01/22/1976,-1,Brazil,11,9,Sin Dato
02/04/1976,-1,Colombia,3,3,Engine Failures
02/08/1976,1044,USA,6,3,Engine Failures
02/09/1976,815,Russia,124,24,Pilot Incapacitation
02/21/1976,1633,Islands,11,5,Engine Failures
03/01/1976,-1,Romania,9,6,Sin Dato
03/02/1976,-1,Bolivia,22,19,Unknown
03/06/1976,58,Russia,111,111,Sin Dato
03/07/1976,1107,USA,4,4,Sin Dato
04/02/1976,-1,Colombia,16,5,Sin Dato
04/05/1976,819,USA,50,1,Sin Dato
04/14/1976,-1,Argentina,34,34,Design Flaws
04/23/1976,808,Mexico,12,12,Sin Dato
04/27/1976,1510,Islands,88,37,Cargo Hold / Cabin / Cockpit Fires
05/05/1976,-1,Philippines,10,4,Unknown
05/09/1976,1630,Spain,17,17,Weather
05/15/1976,1048,Russia,52,52,Weather
05/23/1976,1230,Philipines,87,14,Sabotage / Hijacking
06/01/1976,748,Guinea,45,45,Unknown
06/04/1976,47,Guam,45,45,Cargo Hold / Cabin / Cockpit Fires
06/06/1976,1541,Malaysia,11,11,Engine Failures
06/27/1976,-1,Uganda,258,7,Sabotage / Hijacking
07/05/1976,-1,Burma,17,17,Cargo Hold / Cabin / Cockpit Fires
07/28/1976,937,Czechoslovakia,79,76,Engine Failures
08/02/1976,-1,Iran,5,5,Sin Dato
08/09/1976,1230,Spain,32,12,Cargo Hold / Cabin / Cockpit Fires
08/15/1976,835,Ecuador,59,59,Sin Dato
08/28/1976,-1,Vietnam,20,1,Sabotage / Hijacking
08/28/1976,1240,UK,18,18,Weather
09/02/1976,1715,USA,4,3,Sin Dato
09/03/1976,2145,Portugal,68,68,Sin Dato
09/09/1976,1351,Russia,64,64,Sin Dato
09/10/1976,1015,Yugoslavia,176,176,Air Traffic Control Errors
09/19/1976,2315,Turkey,154,154,Sin Dato
09/26/1976,830,USA,20,15,Sin Dato
10/04/1976,-1,Kenya,4,4,Sin Dato
10/06/1976,1324,Barbados,73,73,Cargo Hold / Cabin / Cockpit Fires
10/13/1976,1332,Bolivia,3,3,Sin Dato
10/13/1976,137,India,95,95,Cargo Hold / Cabin / Cockpit Fires
10/28/1976,-1,Brazil,7,2,Engine Failures
11/04/1976,-1,Indonesia,38,29,Engine Failures
11/05/1976,-1,Ocean,2,2,Sin Dato
11/23/1976,945,Greece,50,50,Sin Dato
11/28/1976,1856,Russia,73,73,Sin Dato
12/12/1976,2326,USA,10,3,Weather
12/17/1976,1940,Russia,7,7,Pilot Incapacitation
12/17/1976,2130,Russia,55,48,Weather
12/18/1976,1656,Russia,8,8,Sin Dato
12/25/1976,345,Thailand,53,53,Sin Dato
12/31/1976,-1,Peru,19,19,Sin Dato
01/06/1977,1705,USA,4,4,Sin Dato
01/13/1977,636,USA,5,5,Sin Dato
01/13/1977,1814,Russia,90,90,Cargo Hold / Cabin / Cockpit Fires
01/14/1977,-1,Canada,12,12,Sin Dato
01/15/1977,905,Sweden,22,22,Engine Failures
01/20/1977,-1,Dato,2,1,Engine Failures
02/11/1977,-1,Slovakia,5,4,Sin Dato
02/15/1977,2317,Russia,98,77,Engine Failures
02/28/1977,-1,Canada,10,4,Sin Dato
03/01/1977,-1,Yemen,21,19,Engine Failures
03/03/1977,1500,Italy,44,44,Sin Dato
03/04/1977,335,Niger,4,2,Sin Dato
03/27/1977,1707,Islands,644,583,Weather
03/29/1977,-1,Indonesia,23,15,Engine Failures
03/30/1977,839,Russia,27,8,Weather
04/04/1977,1619,USA,85,62,Weather
04/10/1977,-1,Colombia,35,35,Sin Dato
04/19/1977,-1,Estonia,21,21,Weather
04/27/1977,-1,Guatemala,28,28,Engine Failures
05/10/1977,2030,Jordan,54,54,Sin Dato
05/13/1977,845,Lebanon,9,9,Sin Dato
05/14/1977,933,Zambia,6,6,Design Flaws
05/16/1977,1735,USA,25,4,Sin Dato
05/27/1977,845,Cuba,69,67,Sin Dato
06/03/1977,-1,Brazil,18,18,Sin Dato
06/20/1977,-1,Uruguay,15,12,Sin Dato
06/21/1977,2230,USA,16,16,Sin Dato
07/06/1977,2330,USA,3,3,Engine Failures
07/08/1977,-1,Ukraine,7,6,Sin Dato
07/14/1977,1230,Angola,30,30,Shot Down
07/20/1977,-1,Russia,40,40,Engine Failures
07/20/1977,1730,Ethiopia,5,5,Weather
07/24/1977,1900,Chile,82,38,Cargo Hold / Cabin / Cockpit Fires
07/25/1977,800,Honduras,40,25,Engine Failures
08/01/1977,1236,USA,2,2,Cargo Hold / Cabin / Cockpit Fires
08/20/1977,2106,Rica,3,3,Cargo Hold / Cabin / Cockpit Fires
08/25/1977,540,USA,2,2,Engine Failures
09/02/1977,838,Kong,4,4,Cargo Hold / Cabin / Cockpit Fires
09/04/1977,-1,Ecuador,33,33,Sin Dato
09/06/1977,1452,USA,13,13,Sin Dato
09/08/1977,-1,Burma,19,19,Sin Dato
09/12/1977,12,USA,4,4,Engine Failures
09/14/1977,2348,Mexico,20,20,Sin Dato
09/22/1977,1659,Romania,53,29,Sin Dato
09/27/1977,-1,Malaysia,79,34,Weather
10/20/1977,1852,USA,26,6,Fuel Starvation
10/21/1977,1030,Philippines,37,24,Design Flaws
11/03/1977,-1,Mexico,13,13,Cargo Hold / Cabin / Cockpit Fires
11/19/1977,412,Italy,5,5,Sin Dato
11/19/1977,2148,Portugal,164,131,Sin Dato
11/21/1977,1004,Argentina,79,46,Sin Dato
11/26/1977,230,France,32,32,Weather
12/02/1977,-1,Lebanon,165,59,Weather
12/04/1977,2036,Malaysia,100,100,Sabotage / Hijacking
12/08/1977,1200,USA,19,17,Sin Dato
12/09/1977,1925,Russia,23,17,Sin Dato
12/11/1977,1120,Islands,13,13,Sin Dato
12/13/1977,1922,USA,29,29,Weather
12/18/1977,138,USA,3,3,Unknown
12/18/1977,2014,Portugal,57,36,Sin Dato
12/19/1977,748,Rico,10,5,Fuel Starvation
12/24/1977,-1,Antilles,10,10,Sin Dato
12/29/1977,-1,Ecuador,24,24,Sin Dato
01/01/1978,2041,India,213,213,Sin Dato
01/27/1978,1355,Colombia,14,14,Weather
01/31/1978,-1,Brazil,14,2,Sin Dato
02/10/1978,1120,Uruguay,44,44,Cargo Hold / Cabin / Cockpit Fires
02/10/1978,1650,USA,17,17,Engine Failures
02/11/1978,1255,Canada,49,42,Cargo Hold / Cabin / Cockpit Fires
02/28/1978,1030,USA,7,7,Sin Dato
03/01/1978,925,USA,200,2,Cargo Hold / Cabin / Cockpit Fires
03/02/1978,1243,Nigeria,18,18,Sin Dato
03/03/1978,-1,Venezuela,47,47,Sin Dato
03/16/1978,1300,Bulgaria,73,73,Sin Dato
03/22/1978,2042,USA,6,6,Weather
03/25/1978,655,Burma,48,48,Sin Dato
04/04/1978,2320,USA,6,3,Engine Failures
04/05/1978,1645,Islands,9,2,Fuel Starvation
04/20/1978,2217,Russia,109,2,Cargo Hold / Cabin / Cockpit Fires
04/29/1978,-1,Colombia,12,8,Sin Dato
05/08/1978,2120,USA,58,3,Engine Failures
05/19/1978,1332,Russia,134,4,Fuel Starvation
06/23/1978,-1,Newfoundland,10,10,Weather
06/26/1978,-1,Norway,18,18,Sin Dato
06/26/1978,808,Canada,107,2,Engine Failures
08/14/1978,-1,Bolivia,18,18,Sin Dato
08/26/1978,-1,Burma,14,14,Sin Dato
08/30/1978,747,USA,10,10,Sin Dato
09/03/1978,-1,Guinea,17,15,Sin Dato
09/03/1978,-1,Canada,13,11,Sin Dato
09/03/1978,1730,Zimbabwe,56,38,Cargo Hold / Cabin / Cockpit Fires
09/09/1978,1447,USA,3,3,Sin Dato
09/09/1978,-1,Mexico,21,18,Sin Dato
09/13/1978,1130,Ak,6,6,Sin Dato
09/14/1978,1450,Philippines,28,21,Weather
09/25/1978,902,USA,137,137,Sin Dato
10/03/1978,-1,Finland,15,15,Engine Failures
10/03/1978,-1,Myanmar,44,2,Engine Failures
10/06/1978,-1,Chile,18,18,Weather
10/07/1978,-1,Russia,38,38,Engine Failures
10/08/1978,925,USA,7,2,Sin Dato
10/22/1978,-1,Islands,11,11,Sin Dato
10/23/1978,1941,Russia,26,26,Engine Failures
11/05/1978,-1,Egypt,18,18,Sin Dato
11/15/1978,2330,Lanka,262,183,Sin Dato
11/18/1978,-1,Indies,20,15,Sin Dato
11/19/1978,1100,India,77,77,Cargo Hold / Cabin / Cockpit Fires
11/21/1978,-1,Venezuela,27,27,Sin Dato
11/25/1978,1555,USA,5,5,Weather
12/04/1978,1945,Coloado,22,2,Sin Dato
12/16/1978,-1,Italy,10,10,Sin Dato
12/17/1978,-1,India,132,1,Sin Dato
12/23/1978,39,Italy,129,108,Sin Dato
12/28/1978,1815,USA,189,10,Fuel Starvation
01/15/1979,1305,Russia,13,13,Sin Dato
01/24/1979,1940,Algeria,23,14,Sin Dato
01/27/1979,1726,France,6,5,Sin Dato
01/30/1979,-1,Japan,6,6,Sin Dato
02/08/1979,-1,Brazil,18,18,Cargo Hold / Cabin / Cockpit Fires
02/12/1979,1700,Rhodesia,59,59,Shot Down
02/12/1979,1300,USA,25,2,Sin Dato
02/17/1979,135,Zealand,4,2,Weather
02/19/1979,-1,Ethiopia,5,5,Sabotage / Hijacking
03/01/1979,1504,USA,8,8,Sin Dato
03/10/1979,1752,USA,7,3,Engine Failures
03/14/1979,852,China,12,12,Sin Dato
03/14/1979,2340,Qatar,64,45,Weather
03/17/1979,1944,Russia,119,58,Weather
03/26/1979,-1,Angola,10,10,Cargo Hold / Cabin / Cockpit Fires
03/29/1979,-1,Canada,24,17,Engine Failures
04/14/1979,-1,USA,11,1,Sin Dato
04/18/1979,1823,USA,18,3,Sin Dato
04/23/1979,-1,Ecuador,57,57,Sin Dato
05/25/1979,2040,USA,3,3,Sin Dato
05/25/1979,1504,USA,271,271,Engine Failures
05/27/1979,-1,Senegal,12,12,Weather
05/30/1979,2055,USA,18,17,Weather
06/07/1979,1100,India,27,27,Sin Dato
06/17/1979,2248,USA,10,1,Sin Dato
07/11/1979,1900,Indonesia,61,61,Pilot Incapacitation
07/12/1979,1020,Fiji,9,9,Sin Dato
07/12/1979,932,USA,7,7,Sin Dato
07/23/1979,-1,Lebanon,6,6,Engine Failures
07/24/1979,922,Islands,21,8,Sin Dato
07/31/1979,1601,Scotland,47,17,Sin Dato
08/02/1979,-1,USA,3,1,Sin Dato
08/03/1979,-1,Russia,14,14,Engine Failures
08/04/1979,-1,India,45,45,Sin Dato
08/11/1979,1335,Russia,178,178,Air Traffic Control Errors
08/24/1979,-1,Russia,16,11,Fuel Starvation
08/29/1979,26,Russia,63,63,Sin Dato
09/03/1979,101,Russia,44,40,Sin Dato
09/11/1979,-1,Taiwan,6,6,Sin Dato
09/14/1979,2047,USA,12,12,Sin Dato
09/14/1979,7,Italy,31,31,Sin Dato
09/18/1979,-1,Canada,9,4,Weather
09/19/1979,-1,USA,5,5,Sin Dato
09/30/1979,1300,Canada,16,2,Sin Dato
10/07/1979,2215,Greece,156,14,Sin Dato
10/08/1979,1008,USA,8,8,Engine Failures
10/27/1979,715,Russia,12,3,Sin Dato
10/31/1979,542,Mexico,88,72,Weather
11/15/1979,1200,USA,78,0,Sin Dato
11/16/1979,1840,Russia,5,3,Sin Dato
11/18/1979,456,USA,3,3,Design Flaws
11/26/1979,203,Arabia,156,156,Cargo Hold / Cabin / Cockpit Fires
11/28/1979,1249,Antarctica,257,257,Sin Dato
11/30/1979,-1,Colombia,9,9,Sin Dato
12/09/1979,-1,Russia,7,7,Sin Dato
12/12/1979,-1,Bolivia,11,10,Sin Dato
12/18/1979,-1,Colombia,21,21,Sin Dato
12/22/1979,1400,Peru,29,29,Weather
12/23/1979,-1,Turkey,45,41,Weather
12/23/1979,-1,Guinea,16,16,Sin Dato
01/02/1980,-1,Haiti,9,9,Weather
01/11/1980,123,Ocean,2,2,Fuel Starvation
01/14/1980,1400,USA,9,7,Sin Dato
01/21/1980,1910,Iran,128,128,Weather
01/23/1980,-1,Indonesia,13,13,Sin Dato
01/24/1980,620,Burma,44,43,Engine Failures
02/03/1980,-1,Cuba,37,1,Sin Dato
02/21/1980,850,USA,7,6,Sin Dato
02/21/1980,1909,Australia,13,13,Sin Dato
02/22/1980,-1,India,47,46,Engine Failures
02/27/1980,600,Philippines,135,2,Pilot Incapacitation
03/14/1980,1100,Poland,87,87,Engine Failures
03/14/1980,1500,Turkey,18,18,Unknown
03/21/1980,1949,USA,10,7,Cargo Hold / Cabin / Cockpit Fires
03/21/1980,-1,Brazil,14,14,Sin Dato
04/12/1980,2040,Brazil,58,55,Pilot Incapacitation
04/14/1980,2005,Russia,53,2,Sin Dato
04/24/1980,-1,Iran,7,5,Engine Failures
04/25/1980,1321,Islands,146,146,Sin Dato
04/27/1980,655,Thailand,53,44,Weather
06/02/1980,-1,Bolivia,13,13,Sin Dato
06/08/1980,1532,Angola,29,29,Cargo Hold / Cabin / Cockpit Fires
06/12/1980,1344,Russia,29,29,Weather
06/12/1980,1546,USA,15,13,Weather
06/27/1980,2059,Italy,81,81,Cargo Hold / Cabin / Cockpit Fires
07/08/1980,39,Russia,166,166,Cargo Hold / Cabin / Cockpit Fires
08/01/1980,-1,Mexico,7,3,Weather
08/06/1980,1740,USA,13,13,Sin Dato
08/07/1980,300,Mauretania,168,1,Sin Dato
08/19/1980,1908,Arabia,301,301,Cargo Hold / Cabin / Cockpit Fires
08/26/1980,629,Indonesia,37,37,Sin Dato
09/05/1980,-1,France,8,8,Weather
09/10/1980,-1,Colombia,3,3,Weather
09/12/1980,2058,Bahamas,34,34,Weather
09/14/1980,-1,Zaire,36,36,Engine Failures
09/15/1980,5,Arabia,89,89,Cargo Hold / Cabin / Cockpit Fires
09/17/1980,-1,Zaire,36,36,Sin Dato
09/30/1980,-1,Afghanistan,45,45,Shot Down
11/12/1980,2353,Egypt,13,13,Sin Dato
11/19/1980,725,Korea,226,15,Weather
11/24/1980,-1,Colombia,20,20,Sin Dato
11/28/1980,2135,USA,2,2,Engine Failures
12/05/1980,-1,Tanzania,10,10,Sin Dato
12/21/1980,1423,Colombia,70,70,Cargo Hold / Cabin / Cockpit Fires
12/23/1980,2312,Qatar,291,2,Sin Dato
01/14/1981,920,Germany,11,11,Engine Failures
01/20/1981,1127,USA,9,7,Cargo Hold / Cabin / Cockpit Fires
02/07/1981,1800,Russia,52,52,Sin Dato
02/11/1981,1840,USA,8,8,Weather
02/22/1981,1120,USA,8,2,Sin Dato
02/24/1981,-1,Brazil,14,11,Sin Dato
02/26/1981,525,Philippines,24,23,Cargo Hold / Cabin / Cockpit Fires
